Status,Furnished_status,neworold,type_of_building,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,parking,Lift,price
Ready to Move,Furnished,Resale,Flat,750,28.69979286,77.2743454,2,2,2,,,6500000
Ready to Move,,Resale,Flat,1628,28.40397796,77.05114005,2,2,,,,9500000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.68366241,77.28935242,3,2,2,,,5200000
Ready to Move,Unfurnished,Resale,Flat,1500,28.605958,77.444512,3,3,,,,5700000
Ready to Move,,Resale,Flat,1140,28.548787,77.346032,2,2,,,,6000000
Ready to Move,,Resale,Flat,1263,28.474248,77.091855,3,3,3,1,0,8000000
Ready to Move,Semi-Furnished,Resale,Flat,1125,28.638572,77.4308515,3,2,,,,4100000
Ready to Move,Semi-Furnished,Resale,Individual House,825,28.7040534,77.4373305,2,2,,,,2850000
Ready to Move,,Resale,Flat,1265,28.33785984,77.35192461,2,2,3,1,2,3650000
Ready to Move,Semi-Furnished,Resale,Flat,940,28.5606725,77.386597,2,2,3,1,,5800000
Ready to Move,Semi-Furnished,Resale,Flat,1106,28.605958,77.444512,2,2,,,,3500000
Ready to Move,Unfurnished,Resale,Flat,900,28.6336095,77.4713825,2,2,,,,2500000
Ready to Move,,Resale,Flat,1785,28.57848452,77.37498784,3,4,4,2,,11000000
Ready to Move,,Resale,Flat,1050,28.49728592,77.40909126,2,2,,,,5500000
Ready to Move,,Resale,Flat,1300,28.60638607,77.29660293,3,2,,,,16500000
Ready to Move,Furnished,Resale,Flat,1500,28.64404106,77.12989044,3,3,2,,,15500000
Ready to Move,,Resale,Flat,950,28.61469,77.3330275,3,3,3,,,6200000
Ready to Move,,Resale,Flat,1700,28.59498508,77.04909595,3,2,,2,,16500000
Ready to Move,,Resale,Flat,1895,28.394315,76.945417,3,3,,1,,13000000
Ready to Move,Semi-Furnished,Resale,Individual House,1000,28.6247726,77.3866,2,2,,,,4500000
Ready to Move,,Resale,Flat,1100,28.606105,77.29661811,3,2,1,,,13500000
Ready to Move,,Resale,Flat,950,28.598219,77.397949,2,2,2,,,4150000
Ready to Move,Semi-Furnished,New Property,Individual House,758,28.60889626,77.04984283,3,2,1,,,4200000
Ready to Move,,Resale,Flat,1210,28.5604873,77.384084,2,3,,,,5730000
Ready to Move,Semi-Furnished,Resale,Flat,1300,28.7005505,77.3286995,3,2,,,,4400000
Ready to Move,,Resale,Flat,890,28.6079894,77.4409944,2,2,2,,,3200000
,Furnished,Resale,Flat,1300,28.5080324,77.0336072,3,3,,,,9000000
Ready to Move,,Resale,Flat,1285,28.51004841,77.51942095,2,2,4,2,,4150000
Ready to Move,Unfurnished,Resale,Flat,630,28.6303215,77.27861786,3,2,1,,,3600000
Ready to Move,Semi-Furnished,New Property,Flat,5500,28.54244995,77.36450195,3,3,2,,,30000000
Ready to Move,Unfurnished,Resale,Flat,1410,28.4460523,76.9772858,2,2,,1,2,7000000
Ready to Move,Semi-Furnished,Resale,Flat,1350,28.44456291,77.46458435,3,3,3,,,4500000
Ready to Move,,Resale,Flat,1315,28.70336119,77.42396147,3,3,3,,,4000000
Ready to Move,,Resale,Flat,929,28.399745,76.96812021,2,2,2,,,5800000
Ready to Move,,Resale,Flat,1550,28.57844059,77.38140753,3,2,5,1,2,8600000
Ready to Move,,Resale,Flat,600,28.474268,76.96496,2,2,,,,3300000
Ready to Move,,Resale,Individual House,1685,28.50920801,77.40662554,3,4,3,1,2,8000000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.432094,77.506766,2,2,,,,3500000
Ready to Move,Semi-Furnished,Resale,Flat,1260,28.582315,77.4047195,2,2,,,,6200000
Ready to Move,Semi-Furnished,Resale,Flat,564,28.48181,77.016585,2,2,,,,3800000
Ready to Move,,Resale,Flat,1200,28.63929749,77.37432187,2,2,4,2,,6400000
Ready to Move,Semi-Furnished,Resale,Individual House,1120,28.6297895,77.4338883,2,2,,,,3800000
Ready to Move,,Resale,Flat,1415,28.512136,76.986899,2,2,2,,,9600000
Ready to Move,Semi-Furnished,Resale,Flat,742,28.4737346,77.5413219,2,2,,,2,3200000
Ready to Move,,New Property,Flat,1710,28.5661101,77.4406099,3,4,4,,,6500000
Ready to Move,,Resale,Flat,1500,28.4997487,77.1866376,3,3,,1,,6500000
Ready to Move,Semi-Furnished,Resale,Flat,1750,28.6297895,77.4338883,4,3,3,1,,5800000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.55679512,77.37599945,3,2,1,,,3400000
Ready to Move,Semi-Furnished,Resale,Flat,1050,28.59431267,77.33342743,3,2,1,2,,4600000
Ready to Move,Semi-Furnished,Resale,Flat,1050,28.7040534,77.4373305,2,2,3,,,3500000
Ready to Move,Unfurnished,Resale,Individual House,8000,28.4303503,77.2956126,7,8,,1,,40000000
Ready to Move,Unfurnished,Resale,Flat,765,28.74175644,77.20149994,2,2,1,2,,3200000
Ready to Move,Unfurnished,Resale,Flat,700,28.6677244,77.0979515,3,2,,1,,7000000
Ready to Move,,Resale,Flat,1270,28.72199885,77.447746,3,2,,,,4500000
,Semi-Furnished,Resale,Flat,1045,28.33785984,77.35192461,2,2,,,,4000000
Ready to Move,,Resale,Flat,1342,28.60477846,77.45191,2,2,2,1,2,5500000
Ready to Move,,Resale,Flat,1690,28.3981,76.932944,3,3,,1,4,7800000
Ready to Move,,Resale,Flat,1405,28.678905,77.48529753,2,2,3,,,4500000
Ready to Move,Unfurnished,Resale,Individual House,1000,28.57422066,77.25639343,2,2,2,,,7500000
Ready to Move,Furnished,Resale,Flat,1300,28.3748149,77.3195231,3,2,,,,6500000
,Unfurnished,Resale,Flat,1865,28.3841326,77.0227967,3,3,,,,12900000
Ready to Move,,Resale,Flat,1075,28.6426998,77.3847126,2,2,1,,,4200000
Ready to Move,,Resale,Flat,1326,28.397731,77.036526,3,2,,,,7550000
Ready to Move,Semi-Furnished,Resale,Flat,980,28.58696556,77.38739777,2,2,2,,,3000000
Ready to Move,,Resale,Individual House,1469,28.414052,76.914303,3,3,4,,,6000000
Ready to Move,,Resale,Individual House,1700,28.31957653,77.33119851,3,3,,,,4630000
Ready to Move,,Resale,Flat,984,28.433506,77.505908,2,2,3,,,3250000
Ready to Move,Semi-Furnished,Resale,Individual House,895,28.5901045,77.3121831,2,2,,,,3600000
Ready to Move,,Resale,Flat,1525,28.64045562,77.380211,3,2,3,,,7500000
Ready to Move,Unfurnished,New Property,Individual House,550,28.58328438,77.33129883,4,3,3,,,7800000
Ready to Move,,Resale,Flat,1700,28.31957653,77.33119851,3,3,,,,5070000
Ready to Move,,Resale,Flat,980,28.70183798,77.42320672,2,2,3,,,3000000
Ready to Move,Semi-Furnished,Resale,Flat,1400,28.621767,77.055846,3,2,,,,6000000
Ready to Move,Semi-Furnished,Resale,Flat,700,28.576771,77.3159635,2,2,,,,3100000
Ready to Move,,Resale,Flat,1335,28.453581,77.556221,3,3,3,,,5400000
Ready to Move,,Resale,Individual House,1225,28.48466902,77.51386228,3,2,,,,4500000
Ready to Move,Semi-Furnished,New Property,Flat,700,28.6193161,77.03326416,2,2,1,,,3600000
Ready to Move,Furnished,Resale,Flat,1350,28.59803581,77.07652283,4,3,2,,,7500000
Ready to Move,Semi-Furnished,Resale,Flat,1600,28.6297895,77.4338883,3,2,,,,5000000
Ready to Move,,Resale,Flat,1200,28.53017534,77.26232035,2,2,,1,,12000000
Ready to Move,Semi-Furnished,Resale,Flat,1100,28.715589,77.1575034,3,2,,,,10700000
Ready to Move,Semi-Furnished,Resale,Flat,1535,28.3974945,77.0228155,3,2,2,1,,10000000
Ready to Move,Unfurnished,Resale,Flat,900,28.44524193,76.99094391,9,6,2,,,10000000
Ready to Move,,Resale,Individual House,900,28.409001,77.519155,2,2,,,,3200000
Ready to Move,Semi-Furnished,Resale,Flat,720,28.604884,77.425914,2,2,,,,2850000
,Unfurnished,Resale,Flat,890,28.5661101,77.4406099,2,2,3,1,,2600000
Ready to Move,Semi-Furnished,Resale,Flat,2200,28.63923264,77.32435608,3,3,2,1,2,15000000
Ready to Move,,Resale,Flat,1712,28.48438996,77.00030461,3,3,,,,10000000
Ready to Move,,Resale,Flat,1300,28.46267033,77.55830252,3,2,3,,,5000000
Ready to Move,Semi-Furnished,Resale,Flat,1150,28.53483009,77.20977783,3,3,2,,,10000000
Ready to Move,,Resale,Flat,850,28.61442683,77.42084318,2,2,2,,,3000000
Ready to Move,Furnished,Resale,Flat,750,28.6452824,77.3621025,2,2,1,1,,4000000
Ready to Move,Semi-Furnished,Resale,Flat,1350,28.7040534,77.4373305,3,2,,,,4500000
Ready to Move,Furnished,Resale,Flat,1200,28.5142765,76.98361969,2,2,1,,,6100000
Ready to Move,Semi-Furnished,Resale,Flat,800,28.46035385,77.03952789,2,2,1,,,4800000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.62348175,77.0969696,2,2,2,,,5000000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.60859299,77.09806061,3,2,1,,,5000000
,Semi-Furnished,Resale,Flat,900,28.522253,77.019658,3,2,,1,1,4000000
Ready to Move,Unfurnished,Resale,Flat,1785,28.4150217,76.9103909,3,3,,,,9500000
Ready to Move,,Resale,Individual House,1005,28.474501,77.553187,2,2,,160,,3800000
Ready to Move,Semi-Furnished,Resale,Flat,855,28.6088961,77.0498395,2,2,1,1,,4000000
Ready to Move,Unfurnished,Resale,Flat,750,28.48514175,77.01573181,2,2,1,,,4000000
Ready to Move,Semi-Furnished,Resale,Individual House,2250,28.4091579,77.3223034,3,3,2,,,12500000
Ready to Move,,Resale,Flat,990,28.677177,77.381438,2,2,,,,4000000
Ready to Move,Unfurnished,Resale,Flat,590,28.6377651,77.075969,2,2,2,,0,4500000
Ready to Move,Semi-Furnished,Resale,Flat,1100,28.64364243,77.34532166,2,2,1,,,4500000
,Furnished,Resale,Flat,1595,28.55995543,77.44074924,3,3,,,,5710000
Ready to Move,Semi-Furnished,Resale,Flat,3000,28.6441755,77.336519,6,4,,,,14000000
Ready to Move,,Resale,Flat,1275,28.630859,77.435943,2,2,,,,3900000
Ready to Move,Semi-Furnished,New Property,Flat,2400,28.45419121,77.08380127,3,3,2,,,19500000
Ready to Move,,Resale,Flat,929,28.399745,76.96812021,2,2,2,1,0,5900000
Ready to Move,Unfurnished,Resale,Individual House,650,28.5124214,77.2339585,2,2,,,,2900000
Ready to Move,,Resale,Flat,1100,28.65724352,77.49163039,2,2,2,,,3800000
Ready to Move,Semi-Furnished,Resale,Flat,625,28.55489922,77.29038239,2,2,,,,3800000
,Semi-Furnished,Resale,Flat,955,28.656401,77.405491,2,2,2,1,2,3520000
Ready to Move,Furnished,Resale,Flat,900,28.591666,77.484749,3,2,,,,3900000
Ready to Move,Unfurnished,Resale,Flat,1575,28.6896453,77.4933302,3,2,,,,5400000
Ready to Move,Unfurnished,Resale,Individual House,1575,28.44120216,77.0785675,4,3,4,,,12000000
Ready to Move,Unfurnished,Resale,Flat,1185,28.577868,77.48322,2,2,3,1,3,4300000
Ready to Move,,Resale,Flat,1205,28.57726729,77.4440484,2,2,4,1,3,4500000
,Unfurnished,Resale,Flat,1600,28.403162,77.0698444,3,3,,,,14500000
Ready to Move,Furnished,Resale,Flat,1750,28.64417458,77.33651733,4,3,,2,,9500000
Ready to Move,Semi-Furnished,Resale,Individual House,750,28.6007603,77.0273781,2,2,,,,2800000
Ready to Move,,Resale,Individual House,918,28.70297379,77.421054,2,2,2,1,,3000000
Ready to Move,Unfurnished,Resale,Flat,2627,28.5235605,77.362,3,3,,,,18500000
Ready to Move,,Resale,Flat,1700,28.47839,77.561036,3,2,3,,,6200000
Ready to Move,Furnished,Resale,Individual House,1050,28.64364243,77.34532166,2,2,1,,,5500000
Ready to Move,Unfurnished,Resale,Flat,1550,28.4102438,77.0411697,2,2,,,,10000000
Ready to Move,Furnished,Resale,Flat,1800,28.66932678,77.33633423,3,3,3,,,12000000
Ready to Move,,Resale,Individual House,985,28.55572193,77.37350181,2,2,,,,3800000
Ready to Move,Semi-Furnished,Resale,Flat,1126,28.53483009,77.20977783,2,2,2,,,11200000
Ready to Move,,Resale,Flat,1490,28.37423557,76.95241631,3,3,3,2,,9500000
,Furnished,Resale,Flat,770,28.646286,77.406051,2,2,,1,,4000000
Ready to Move,,Resale,Flat,1150,28.6654924,77.3297195,2,2,2,1,1,6000000
Ready to Move,Semi-Furnished,Resale,Flat,1150,28.5182001,77.3828,2,2,3,2,,4500000
Ready to Move,,Resale,Flat,540,28.62524,77.435444,2,2,1,,,3200000
Ready to Move,Semi-Furnished,Resale,Flat,1900,28.6571606,77.355748,3,2,,2,,7800000
Ready to Move,Unfurnished,Resale,Flat,1300,28.4526453,77.5128146,3,3,2,,,5500000
,Unfurnished,Resale,Flat,720,28.4931174,77.0123964,3,2,,,,3200000
Ready to Move,,Resale,Flat,2300,28.460083,77.508369,3,3,,,,8000000
Ready to Move,Semi-Furnished,Resale,Flat,720,28.484771,77.028653,2,2,1,2,1,4000000
Ready to Move,Unfurnished,Resale,Flat,1070,28.53235054,77.40758514,2,2,3,,,3990000
Ready to Move,,New Property,Individual House,1080,28.63527193,77.37039464,2,2,3,,,6800000
Ready to Move,Unfurnished,Resale,Flat,1275,28.5151375,77.495836,2,2,3,1,,4000000
Ready to Move,Semi-Furnished,Resale,Flat,1750,28.5080324,77.0336072,3,3,,,,11000000
Ready to Move,,Resale,Flat,1303,28.447972,76.970278,3,3,,,,7000000
Ready to Move,Unfurnished,Resale,Individual House,1750,28.64702415,77.34025574,3,2,3,,,11000000
Ready to Move,Furnished,Resale,Flat,900,28.5069375,77.2065246,3,2,,,,3700000
Ready to Move,Semi-Furnished,Resale,Flat,1751,28.4524215,77.317156,3,3,,1,,7500000
Ready to Move,,Resale,Flat,1470,28.6109351,77.4294948,3,3,5,,,6100000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.685969,77.3508975,2,2,,,,4200000
,Unfurnished,Resale,Flat,1225,28.606945,77.45557857,3,2,,,,4600000
Ready to Move,Furnished,Resale,Flat,865,28.446343,77.515305,2,2,1,1,2,3000000
Ready to Move,Unfurnished,Resale,Individual House,900,28.62591553,77.4528656,2,2,1,,,3700000
Ready to Move,,Resale,Flat,1570,28.3589451,76.971745,2,2,,,,11000000
Ready to Move,,Resale,Flat,850,28.5167536,77.39813,2,2,,,,4250000
Ready to Move,Unfurnished,Resale,Flat,600,28.4838094,77.027832,2,2,1,,,3200000
Ready to Move,,Resale,Flat,1810,28.47064511,77.53731908,3,3,3,,,6900000
Ready to Move,,Resale,Flat,1675,28.446568,76.968477,3,3,3,1,2,7500000
Ready to Move,,Resale,Flat,1325,28.588371,77.400313,3,2,,1,,7000000
Ready to Move,,Resale,Flat,1200,28.668378,77.330951,2,2,,,,6500000
Ready to Move,Unfurnished,Resale,Flat,1255,28.582315,77.4047195,2,2,,1,,6000000
Ready to Move,,New Property,Flat,1590,28.4194969,77.0363426,3,3,3,5,,10500000
Ready to Move,Unfurnished,Resale,Individual House,1148,28.68033028,77.37507629,3,2,,,,6000000
Ready to Move,Unfurnished,Resale,Flat,1610,28.637361,77.3615305,3,2,1,,,7500000
Ready to Move,Semi-Furnished,Resale,Flat,700,28.6896453,77.4933302,2,2,,,,2200000
Ready to Move,,Resale,Flat,1435,28.508273,77.40897616,3,2,3,,,8100000
Ready to Move,Unfurnished,New Property,Individual House,1000,28.70695686,77.18052673,3,2,1,,,7900000
Ready to Move,Semi-Furnished,Resale,Flat,1050,28.6470245,77.3402594,2,2,,,,5800000
Ready to Move,,Resale,Individual House,1315,28.56541475,77.383196,3,2,,,,7000000
Ready to Move,Unfurnished,Resale,Flat,1796,28.51277351,76.98705292,3,3,3,,,9800000
Ready to Move,,Resale,Flat,1657,28.25924,77.075235,3,3,,,,8250000
Ready to Move,Semi-Furnished,Resale,Individual House,750,28.6493479,77.3696259,2,2,1,,,3800000
Ready to Move,Semi-Furnished,Resale,Individual House,900,28.6554424,77.444195,2,2,1,1,,3200000
Ready to Move,,Resale,Flat,1110,28.47722356,77.55106462,2,2,,,,4060000
Ready to Move,,Resale,Flat,1507,28.386791,77.049466,2,2,2,,,11100000
Ready to Move,Furnished,Resale,Flat,1210,28.4033165,77.34233,2,2,,,,4600000
Ready to Move,Furnished,Resale,Individual House,560,28.6212883,77.05307007,2,2,2,,,3000000
,Unfurnished,Resale,Flat,720,28.31151089,77.33134331,2,2,,,,5000000
Ready to Move,Semi-Furnished,Resale,Flat,1829,28.68063545,77.34195709,6,4,2,1,,15500000
Ready to Move,,Resale,Individual House,2095,28.41063434,77.28620611,4,3,2,,,8200000
,Semi-Furnished,Resale,Flat,1081,28.422652,77.037603,3,2,3,,,5000000
Ready to Move,,Resale,Flat,1295,28.409001,77.519155,3,3,3,,,5200000
Ready to Move,,Resale,Flat,1500,28.6212874,77.0530735,4,2,2,,,9500000
Ready to Move,,Resale,Individual House,1235,28.64859324,77.37943921,2,2,2,1,4,7000000
Ready to Move,,New Property,Flat,1980,28.399598,76.97150985,3,3,2,2,,12000000
Ready to Move,Unfurnished,Resale,Flat,1000,28.6900486,77.3405361,2,2,,,,3500000
Ready to Move,,Resale,Individual House,1720,28.44926,76.98476024,3,3,3,2,2,8500000
,Semi-Furnished,Resale,Flat,1375,28.5661101,77.4406099,3,2,2,1,,5500000
Ready to Move,Semi-Furnished,Resale,Individual House,1105,28.63623428,77.43367767,2,2,1,1,,3600000
Ready to Move,,Resale,Flat,1175,28.614181,77.427713,2,2,3,1,2,4940000
Ready to Move,,Resale,Flat,2275,28.51183419,77.41127367,4,4,4,2,3,12000000
Ready to Move,,Resale,Individual House,1490,28.37423557,76.95241631,3,3,,,,8700000
Ready to Move,Furnished,Resale,Flat,1800,28.4087675,77.0228914,3,4,,,,12500000
,Semi-Furnished,Resale,Flat,1300,28.4073309,76.9365692,2,2,,,,4500000
Ready to Move,,Resale,Flat,1615,28.513139,77.025952,3,3,3,1,2,10500000
Ready to Move,Semi-Furnished,Resale,Flat,2400,28.49732018,77.0271759,4,4,1,4,,29300000
Ready to Move,,Resale,Flat,1450,28.403432,76.965023,2,2,4,,2,7200000
,Semi-Furnished,Resale,Flat,1099,28.4801995,76.9945121,2,2,,,,7500000
Ready to Move,Furnished,Resale,Flat,900,28.46611023,77.30004883,2,2,2,,,3600000
Ready to Move,Semi-Furnished,Resale,Flat,1471,28.3866,77.06058,2,2,2,2,4,14500000
Ready to Move,Furnished,Resale,Flat,1350,28.63596725,77.26956177,3,2,1,,,14000000
Ready to Move,Semi-Furnished,Resale,Individual House,1200,28.6361618,77.43415833,3,2,1,1,,3300000
Ready to Move,Furnished,Resale,Flat,965,28.571936,77.479001,2,2,2,1,,4000000
Ready to Move,,Resale,Flat,904,28.645341,77.35492932,2,2,1,,0,4800000
Ready to Move,Semi-Furnished,Resale,Flat,1345,28.47924,77.500771,3,3,3,1,2,5100000
Ready to Move,,Resale,Flat,1200,28.70374535,77.41658391,2,2,,,,4500000
Ready to Move,,Resale,Individual House,1320,28.414843,76.919821,2,2,2,,,5750000
Ready to Move,,Resale,Flat,900,28.63796787,77.34816731,2,2,3,,,5000000
Ready to Move,,Resale,Flat,1340,28.502597,77.428742,3,2,2,,,6500000
Ready to Move,Unfurnished,Resale,Individual House,1245,28.605958,77.444512,3,2,1,,,5000000
Ready to Move,Unfurnished,Resale,Individual House,950,28.6859684,77.35089874,2,2,1,,,3300000
Ready to Move,Furnished,Resale,Flat,4500,28.454517,77.081868,4,4,4,1,,35000000
Ready to Move,,Resale,Flat,1432,28.399598,76.97150985,2,2,2,1,2,7400000
Ready to Move,,Resale,Individual House,1265,28.33785984,77.35192461,2,2,,,,4500000
Ready to Move,,Resale,Flat,1530,28.577288,77.370951,3,3,2,1,2,10000000
Ready to Move,,Resale,Flat,1095,28.429674,77.029914,2,2,,,,9000000
Ready to Move,Semi-Furnished,Resale,Flat,1250,28.6297895,77.4338883,2,2,2,1,,4200000
Ready to Move,,Resale,Flat,1300,28.40439154,77.3625813,2,2,2,,,5100000
Ready to Move,Furnished,Resale,Flat,1230,28.3748149,77.3195231,3,2,2,12,0,6500000
Ready to Move,,Resale,Individual House,1200,28.59278888,77.4408892,3,2,4,,,3700000
Ready to Move,Semi-Furnished,Resale,Flat,1510,28.68659592,77.37294769,2,2,2,,,6500000
Ready to Move,Semi-Furnished,Resale,Flat,1100,28.68539238,77.36431122,2,2,,,,4800000
Ready to Move,,Resale,Individual House,1300,28.394708,77.01856,2,2,2,,,9700000
Ready to Move,,Resale,Flat,1040,28.509118,77.413416,2,2,,,,4400000
Ready to Move,,Resale,Individual House,1603,28.449384,76.98441,3,3,3,1,3,7200000
Ready to Move,,Resale,Flat,1299,28.519997,77.376873,3,2,3,,,4100000
Ready to Move,,Resale,Flat,1705,28.3452278,77.5161987,3,3,1,,,6200000
Ready to Move,Furnished,Resale,Flat,800,28.46033,77.0246355,2,2,2,1,,4000000
Ready to Move,Semi-Furnished,Resale,Individual House,1260,28.69849777,77.48642731,3,2,1,,2,3500000
Ready to Move,Unfurnished,Resale,Flat,1099,28.604884,77.425914,2,2,4,,,4700000
Ready to Move,Semi-Furnished,Resale,Individual House,1300,28.68642616,77.29954529,3,2,2,1,,15000000
Ready to Move,,Resale,Flat,1100,28.6212874,77.0530735,3,2,1,2,0,5000000
,Semi-Furnished,New Property,Flat,590,28.405868,76.929915,2,2,1,,,3000000
,Semi-Furnished,Resale,Flat,590,28.40733147,76.93656921,2,2,1,,,3500000
Ready to Move,Semi-Furnished,Resale,Individual House,1650,28.34534836,77.32644653,3,3,2,3,,10000000
Ready to Move,,Resale,Flat,750,28.64107122,77.32309296,2,2,1,1,2,3800000
Ready to Move,Semi-Furnished,Resale,Flat,1950,28.57331085,77.04484558,3,3,2,,,14500000
Ready to Move,Furnished,Resale,Individual House,2000,28.6470245,77.3402594,3,3,4,1,2,12800000
Ready to Move,,Resale,Flat,1150,28.605956,77.450468,3,2,4,,,4500000
Ready to Move,,Resale,Individual House,1742,28.484293,77.544452,2,2,2,1,3,5800000
,Semi-Furnished,Resale,Flat,1450,28.4952463,76.9853854,2,2,1,1,,7000000
Ready to Move,Semi-Furnished,New Property,Flat,825,28.64934731,77.36962891,2,2,,,,4500000
Ready to Move,Semi-Furnished,Resale,Individual House,1200,28.664371,77.488789,2,2,,,,4000000
Ready to Move,Furnished,Resale,Flat,1000,28.6050169,77.0167025,3,2,,,,6500000
Ready to Move,,Resale,Individual House,1395,28.474501,77.553187,3,2,2,,,4500000
Ready to Move,,Resale,Individual House,850,28.3185873,77.3208672,2,2,,,,3800000
Ready to Move,,Resale,Flat,1455,28.612808,77.386639,3,2,3,1,2,5200000
Ready to Move,,Resale,Flat,1295,28.583416,77.36460434,3,3,3,1,2,7200000
Ready to Move,,Resale,Flat,1920,28.49896216,77.02267506,3,3,3,2,7,11000000
Ready to Move,Unfurnished,Resale,Flat,1345,28.449908,76.9876925,2,2,3,,,6200000
Ready to Move,Unfurnished,Resale,Flat,1285,28.4460523,76.9772858,3,3,,,,6500000
Ready to Move,,Resale,Individual House,1100,28.65080595,77.356831,2,2,2,230,0,5500000
,Unfurnished,Resale,Flat,1080,28.6493479,77.3696259,2,2,,,,7800000
Ready to Move,,Resale,Individual House,1150,28.574637,77.388803,2,2,5,1,2,5700000
Ready to Move,,Resale,Flat,1200,28.687032,77.485771,3,2,3,,,3500000
Ready to Move,Unfurnished,Resale,Flat,1200,28.6357095,77.3655985,2,2,,,,5500000
Ready to Move,Semi-Furnished,Resale,Individual House,1110,28.7040534,77.4373305,3,2,2,,,3600000
,Semi-Furnished,Resale,Flat,1180,28.387939,77.049363,2,2,3,,,8500000
Ready to Move,Unfurnished,Resale,Flat,1100,28.42563629,77.11218262,2,2,2,,,7600000
,Furnished,Resale,Flat,1368,28.474076,77.10632,2,2,,,,9200000
Ready to Move,Semi-Furnished,Resale,Flat,1890,28.3974945,77.0228155,3,3,,,,14000000
Ready to Move,Semi-Furnished,Resale,Flat,1800,28.6467392,77.3709475,4,3,,2,0,8200000
Ready to Move,Unfurnished,Resale,Flat,1850,28.4450106,76.9584411,3,3,,,,8800000
Ready to Move,Unfurnished,Resale,Flat,900,28.619316,77.033262,3,2,2,1,,4200000
Ready to Move,Unfurnished,Resale,Individual House,1267,28.616346,77.362221,3,2,,,,4500000
Ready to Move,,Resale,Flat,1290,28.728555,77.337353,3,2,4,,,4000000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.643642,77.34532,2,2,,,,3750000
Ready to Move,,Resale,Individual House,1080,28.563989,77.388607,2,2,3,1,2,5800000
,Unfurnished,Resale,Individual House,969,28.6831314,77.4277614,2,2,2,1,2,2700000
Ready to Move,,Resale,Flat,1304,28.5661101,77.4406099,3,2,,,,4940000
Ready to Move,,Resale,Flat,1120,28.703253,77.42124207,2,2,3,,,4500000
,Semi-Furnished,Resale,Flat,900,28.6510595,77.2706136,2,2,,,,7500000
Ready to Move,Furnished,Resale,Individual House,970,28.6390982,77.412377,2,2,,,,5000000
Ready to Move,,Resale,Flat,945,28.59929291,77.40273489,2,2,2,1,2,4650000
Ready to Move,,Resale,Flat,1110,28.47722356,77.55106462,2,2,3,,,4100000
Ready to Move,,New Property,Flat,1193,28.56681643,77.44775161,2,3,2,,,4200000
Ready to Move,,New Property,Individual House,1750,28.35895365,76.971587,3,3,4,,,12000000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.64934731,77.36962891,2,2,1,,,4600000
Ready to Move,Semi-Furnished,Resale,Flat,1432,28.6493479,77.3696259,4,3,,,,7000000
Ready to Move,,Resale,Flat,950,28.578746,77.364647,2,2,,,0,6200000
Ready to Move,Semi-Furnished,Resale,Flat,585,28.57452202,77.22436523,4,4,1,,,13000000
Ready to Move,,Resale,Flat,1500,28.4244375,77.098212,3,2,2,,,12500000
Ready to Move,,Resale,Individual House,970,28.646286,77.406051,2,2,4,34,3,5000000
Ready to Move,Semi-Furnished,Resale,Individual House,670,28.6308645,77.075847,3,2,,,,5000000
Ready to Move,,Resale,Flat,925,28.505584,77.410762,2,2,,,,4100000
Ready to Move,,Resale,Flat,850,28.6493479,77.3696259,2,2,,,,3770000
Ready to Move,Semi-Furnished,Resale,Individual House,540,28.563455,77.0514694,2,2,1,,,2500000
Ready to Move,,Resale,Flat,1530,28.562096,77.45247174,3,3,3,1,3,5800000
,Semi-Furnished,Resale,Flat,1750,28.561989,77.39837,3,3,,,,11500000
Ready to Move,,Resale,Flat,1267,28.5827633,77.44122092,3,2,3,1,2,4100000
Ready to Move,,New Property,Flat,1093,28.43859,77.03494,2,2,2,,,8000000
Ready to Move,Unfurnished,Resale,Flat,1500,28.6654924,77.3297195,3,2,2,,,9000000
Ready to Move,,Resale,Flat,1605,28.640372,77.36080372,3,3,,,,7500000
Ready to Move,,New Property,Flat,1962,28.4268804,77.4835,3,3,3,,,10700000
Ready to Move,Semi-Furnished,Resale,Flat,1900,28.6803304,77.375078,3,3,3,1,,9500000
Ready to Move,,Resale,Flat,1550,28.64208009,77.38104759,3,2,2,,,7100000
Ready to Move,Furnished,New Property,Flat,800,28.7379055,77.2673645,2,2,1,,,2100000
Ready to Move,Semi-Furnished,Resale,Flat,700,28.64934731,77.36962891,2,2,1,,,3600000
Ready to Move,,Resale,Individual House,1140,28.705425,77.433193,2,2,3,1,2,3900000
Ready to Move,Semi-Furnished,Resale,Flat,685,28.621767,77.055846,2,2,1,,,2800000
Ready to Move,,Resale,Individual House,1130,28.3452278,77.5161987,2,2,,,,3300000
Ready to Move,Furnished,Resale,Flat,1160,28.3679201,77.3459486,3,2,,,,4200000
Ready to Move,,Resale,Flat,2003,28.510596,76.988572,3,3,3,,2,13500000
Ready to Move,,Resale,Flat,1555,28.507687,77.532312,3,2,4,2,2,6000000
