Status,Furnished_status,neworold,type_of_building,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,parking,Lift,price
,Semi-Furnished,Resale,Flat,2042,28.4737345,77.5413219,4,4,4,1,,8500000
Ready to Move,Unfurnished,Resale,Flat,1280,28.46256256,77.56270599,3,2,2,,,5000000
Ready to Move,Unfurnished,Resale,Individual House,1055,28.605958,77.444512,2,2,2,,,3850000
Ready to Move,Unfurnished,Resale,Flat,890,28.605958,77.444512,2,2,,,,3200000
Ready to Move,Furnished,Resale,Flat,900,28.657986,77.320947,2,2,1,1,,6000000
Ready to Move,,Resale,Flat,1040,28.616204,77.422256,2,2,3,,,4200000
Ready to Move,,Resale,Flat,1100,28.44783793,77.31728468,2,2,2,2,2,7000000
Ready to Move,,Resale,Flat,1115,28.309616,77.55859,2,2,,,,3700000
Ready to Move,Semi-Furnished,Resale,Individual House,900,28.4524215,77.317156,2,2,,,,5000000
Ready to Move,Unfurnished,Resale,Flat,1186,28.3393125,77.326022,5,2,2,,,5500000
Ready to Move,,Resale,Flat,1232,28.57338092,77.3725528,3,2,,1,,8500000
Ready to Move,,Resale,Flat,1100,28.666747,77.479096,2,2,3,,2,4750000
Ready to Move,Unfurnished,Resale,Flat,675,28.6071385,77.0899021,2,2,1,,,3500000
Ready to Move,Semi-Furnished,New Property,Flat,1069,28.52113342,77.25788116,3,2,,,,5700000
Ready to Move,,Resale,Individual House,4000,28.40862586,77.054739,4,4,,,,28000000
Ready to Move,,Resale,Flat,3200,28.4685593,77.087878,4,4,,,,32000000
Ready to Move,Semi-Furnished,Resale,Flat,2960,28.58897591,77.32015228,7,7,1,,,35000000
Ready to Move,,Resale,Flat,6000,28.48415157,77.000729,5,5,,,,35000000
Ready to Move,,Resale,Flat,2250,28.539729,77.2379654,3,3,2,,,27500000
Ready to Move,,Resale,Flat,1385,28.499602,76.999946,2,2,3,2,,6930000
Ready to Move,Semi-Furnished,Resale,Flat,1325,28.5913391,77.362601,3,2,,1,,6500000
Ready to Move,Furnished,Resale,Flat,1954,28.4450106,76.9584411,3,3,,,,9500000
Ready to Move,Unfurnished,Resale,Flat,750,28.685969,77.3508975,2,2,1,,,3000000
Ready to Move,Semi-Furnished,Resale,Flat,1125,28.5348305,77.2097741,3,2,2,,0,12000000
Ready to Move,Semi-Furnished,Resale,Flat,1020,28.64749,77.27396,3,2,1,1,0,6000000
Ready to Move,Semi-Furnished,Resale,Individual House,800,28.4661095,77.3000508,2,2,1,1,,3500000
Ready to Move,Unfurnished,Resale,Flat,990,28.6232519,77.1136109,3,2,1,,,5200000
Ready to Move,,Resale,Flat,1300,28.6779975,77.3453909,2,2,2,1,1,5600000
Ready to Move,,Resale,Individual House,1252,28.699069,77.43082211,2,3,,,,4150000
Ready to Move,,Resale,Flat,1675,28.466542,77.057843,3,3,3,2,3,15000000
Ready to Move,,Resale,Individual House,1476,28.3633371,77.34902797,2,2,,,,4500000
Ready to Move,Semi-Furnished,Resale,Individual House,1655,28.6297895,77.4338883,3,2,,,,4700000
Ready to Move,Semi-Furnished,Resale,Individual House,1400,28.6636624,77.3310584,3,2,,1,0,6500000
Ready to Move,,Resale,Flat,1000,28.5604873,77.384084,2,2,3,1,2,4600000
Ready to Move,Unfurnished,Resale,Flat,1150,28.6467392,77.3709475,3,2,1,,,5900000
Ready to Move,,Resale,Flat,1805,28.49896216,77.02267506,3,3,4,,,12500000
Ready to Move,Furnished,Resale,Flat,1500,28.7297569,77.087787,3,2,,,,12500000
Ready to Move,Semi-Furnished,Resale,Individual House,1125,28.5348305,77.2097741,3,2,,,,11000000
,Unfurnished,Resale,Flat,1425,28.58986171,77.40343376,3,3,,,,6000000
,Unfurnished,Resale,Flat,1800,28.496754,77.52229495,3,3,3,,,8500000
Ready to Move,Unfurnished,New Property,Flat,550,28.60946083,77.04845428,2,2,2,,,2390000
Ready to Move,,Resale,Flat,1288,28.58625,77.40380734,2,2,1,1,2,6600000
Ready to Move,Semi-Furnished,Resale,Flat,1164,28.477342,77.5529344,2,2,,,,4000000
Ready to Move,Semi-Furnished,Resale,Flat,2336,28.34587669,77.32605743,4,4,5,2,2,18700000
Ready to Move,,Resale,Flat,3000,28.4969141,77.1652546,3,3,2,2,1,32500000
Ready to Move,Unfurnished,Resale,Individual House,1500,28.55489922,77.29038239,3,2,2,,,8000000
Ready to Move,,Resale,Flat,980,28.70336119,77.42396147,2,2,3,,,3100000
Ready to Move,,Resale,Individual House,1150,28.35771373,77.5276679,2,2,2,,,4400000
Ready to Move,,Resale,Flat,1000,28.69756593,77.13392996,2,2,1,,,10000000
Ready to Move,Semi-Furnished,Resale,Flat,1574,28.5776795,77.3149005,3,2,3,1,2,7500000
Ready to Move,Semi-Furnished,Resale,Flat,750,28.5975235,77.056803,3,2,,1,,2900000
Ready to Move,,Resale,Flat,750,28.4763113,76.9716096,2,2,1,,2,4000000
Ready to Move,,Resale,Flat,891,28.672856,77.392978,2,2,,,,4170000
Ready to Move,,Resale,Flat,1405,28.45858487,77.56091277,3,2,3,,,5200000
Ready to Move,Semi-Furnished,Resale,Flat,1350,28.63705254,77.34461975,2,2,2,,,6100000
Ready to Move,,Resale,Flat,1275,28.62591738,77.43694919,2,2,4,,,3800000
Ready to Move,,Resale,Flat,1170,28.645341,77.35492932,2,2,2,,,4500000
Ready to Move,,Resale,Flat,988,28.497364,77.41004824,2,2,2,1,,4400000
Ready to Move,,Resale,Flat,1526,28.638636,77.37049885,3,3,,,,7130000
Ready to Move,,Resale,Individual House,2100,28.44207,77.075517,4,3,4,,,12000000
Ready to Move,,New Property,Flat,1350,28.403432,76.965023,3,2,3,,,7500000
Ready to Move,,Resale,Individual House,1152,28.49872173,77.53166017,2,2,2,6,4,4000000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.543664,77.254901,2,2,1,4,,11000000
Ready to Move,,Resale,Flat,2000,28.68908808,77.334953,5,5,5,1,,9700000
Ready to Move,Unfurnished,Resale,Flat,1200,28.6473168,77.1590517,3,2,1,,,10500000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.43398094,77.3239212,3,2,4,,,4000000
Ready to Move,,Resale,Flat,1450,28.640372,77.36080372,3,3,3,,,7100000
Ready to Move,Unfurnished,Resale,Flat,650,28.63596725,77.26956177,2,2,1,,,3600000
Ready to Move,,Resale,Individual House,1500,28.6518095,77.3039085,4,3,2,2,2,11000000
Ready to Move,,Resale,Flat,3500,28.649853,77.347447,5,3,3,,,23000000
Ready to Move,,Resale,Flat,890,28.72199885,77.447746,2,2,,,,2600000
Ready to Move,Furnished,Resale,Flat,900,28.6440415,77.1298892,2,2,,,,8550000
Ready to Move,Semi-Furnished,Resale,Individual House,810,28.6428477,77.3826371,2,2,,,,3400000
Ready to Move,,Resale,Flat,700,28.56374,77.450609,2,2,,,,2500000
Ready to Move,Unfurnished,Resale,Flat,2400,28.69016075,77.14072418,5,5,4,,0,15000000
Ready to Move,Semi-Furnished,Resale,Flat,1600,28.714832,77.123697,3,3,,1,,18500000
Ready to Move,Semi-Furnished,Resale,Individual House,1200,28.4661095,77.3000508,3,2,2,1,,5000000
Ready to Move,,Resale,Flat,1090,28.634588,77.35554172,2,2,,,,6500000
Ready to Move,Unfurnished,Resale,Flat,1505,28.604884,77.425914,3,3,,1,2,5500000
Ready to Move,Semi-Furnished,Resale,Flat,720,28.63306427,77.03317261,3,2,1,,,3200000
Ready to Move,Semi-Furnished,Resale,Individual House,1368,28.6454215,77.141243,3,2,2,,,13000000
Ready to Move,,Resale,Individual House,1730,28.27197877,77.06665731,3,3,,,,8500000
Ready to Move,,Resale,Flat,950,28.558879,77.3764836,2,2,,,,3800000
Ready to Move,Semi-Furnished,Resale,Flat,1600,28.57218361,77.29543304,3,2,2,,,8300000
Ready to Move,Furnished,Resale,Individual House,1075,28.6297895,77.4338883,2,2,2,,,3300000
Ready to Move,Semi-Furnished,Resale,Individual House,1450,28.6859684,77.35089874,3,2,2,,,5500000
Ready to Move,Unfurnished,Resale,Flat,1000,28.6644882,77.3474938,3,2,,,,4000000
Ready to Move,,Resale,Flat,900,28.5348305,77.2097741,3,2,1,1,,6500000
Ready to Move,,Resale,Flat,1810,28.631927,77.437442,3,3,4,,,6500000
Ready to Move,Furnished,Resale,Flat,1120,28.6493479,77.3696259,3,2,,,,5200000
Ready to Move,Semi-Furnished,Resale,Flat,1328,28.4150217,76.9103909,2,2,,,,5000000
Ready to Move,Unfurnished,Resale,Flat,1935,28.4096109,76.9141943,3,4,,,,9500000
Ready to Move,Semi-Furnished,Resale,Flat,1300,28.6301055,77.27402,2,2,1,,,8500000
,Semi-Furnished,Resale,Individual House,845,28.577868,77.48322,2,2,,,,3000000
Ready to Move,,Resale,Individual House,1810,28.631927,77.437442,3,3,4,,,6500000
Ready to Move,Semi-Furnished,Resale,Flat,1495,28.7040534,77.4373305,3,3,,,,4800000
Ready to Move,,Resale,Flat,1400,28.512136,76.986899,2,2,,,,7500000
Ready to Move,,Resale,Flat,1246,28.58632879,77.40106202,2,2,2,,,6300000
Ready to Move,Semi-Furnished,New Property,Flat,1250,28.47331238,77.33118439,3,2,2,,,4300000
Ready to Move,,Resale,Flat,1750,28.52109161,77.38292281,3,3,3,,,8700000
Ready to Move,,Resale,Flat,2268,28.41048693,77.03843246,4,4,3,,,14000000
Ready to Move,Furnished,Resale,Individual House,1440,28.65788841,77.37630463,3,2,2,1,,6100000
Ready to Move,,Resale,Individual House,1850,28.548787,77.346032,3,4,,,,11500000
Ready to Move,,Resale,Flat,1250,28.69359,77.344376,3,2,,,,6000000
Ready to Move,Semi-Furnished,Resale,Flat,1200,28.6493479,77.3696259,3,2,2,,,7000000
Ready to Move,,Resale,Individual House,1952,28.390389,76.994133,3,4,4,1,3,9500000
Ready to Move,,Resale,Flat,600,28.59664016,77.5102027,2,2,,100,,3500000
Ready to Move,,Resale,Flat,1600,28.62469423,77.30342861,3,2,2,,,13500000
Ready to Move,Semi-Furnished,Resale,Flat,1090,28.5661101,77.4406099,2,2,2,1,,4200000
Ready to Move,,Resale,Individual House,1225,28.57830386,77.37242825,2,2,,,,7500000
Ready to Move,,Resale,Flat,890,28.70199,77.410904,2,2,2,,,2900000
Ready to Move,,Resale,Flat,1615,28.513139,77.025952,3,3,3,,,11500000
Ready to Move,,Resale,Flat,1550,28.728555,77.337353,3,3,2,,,5000000
Ready to Move,,Resale,Flat,1000,28.445465,77.511542,2,2,2,,,4000000
Ready to Move,,Resale,Flat,1150,28.504219,77.425971,2,2,,,,6500000
Ready to Move,,Resale,Flat,1360,28.414843,76.919821,2,2,,,,6000000
Ready to Move,Unfurnished,Resale,Flat,980,28.49678993,77.22866058,2,2,3,1,,5000000
Ready to Move,,Resale,Flat,1150,28.59821938,77.31182666,3,2,2,1,,9800000
Ready to Move,Semi-Furnished,Resale,Flat,750,28.6212874,77.0530735,2,2,,,,3000000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.650548,77.3566495,2,2,,,,6000000
Ready to Move,,Resale,Flat,1598,28.40173725,77.04685,3,2,3,2,2,14000000
Ready to Move,Semi-Furnished,Resale,Flat,1001,28.6193161,77.03326416,3,2,1,,,5100000
Ready to Move,Unfurnished,Resale,Flat,1025,28.605958,77.444512,2,2,,,,3500000
Ready to Move,Semi-Furnished,Resale,Flat,800,28.68974,77.332795,2,2,1,,,3500000
Ready to Move,,Resale,Flat,895,28.50772403,77.52093696,2,2,3,,,3000000
Ready to Move,Unfurnished,Resale,Individual House,1600,28.6644882,77.3474938,3,3,,,,7000000
Ready to Move,Semi-Furnished,Resale,Flat,1600,28.4412025,77.0785644,3,4,2,3,0,11200000
Ready to Move,,Resale,Flat,1645,28.40491677,76.95131573,3,3,,,,7670000
Ready to Move,,Resale,Flat,1450,28.624014,77.437315,2,2,,,,4520000
Ready to Move,Furnished,Resale,Flat,1100,28.4969141,77.1652546,3,2,2,1,,6000000
Ready to Move,Semi-Furnished,New Property,Flat,1440,28.64334869,77.12055969,3,2,2,,,13000000
Ready to Move,Furnished,Resale,Flat,1700,28.423049,77.08741,3,3,,,,13000000
Ready to Move,,Resale,Flat,1364,28.420952,76.910875,2,2,2,,,5700000
Ready to Move,,Resale,Flat,1500,28.4997487,77.1866376,3,3,1,1,,6500000
Ready to Move,Semi-Furnished,Resale,Flat,1550,28.6428477,77.3826371,3,2,1,1,,8000000
,Unfurnished,Resale,Flat,850,28.3808045,77.3721015,3,2,,,,2650000
,Unfurnished,Resale,Flat,2268,28.41048693,77.03843246,3,4,3,,,13500000
Ready to Move,Semi-Furnished,Resale,Flat,890,28.6644882,77.3474938,2,2,,,,3000000
Ready to Move,,Resale,Flat,602,28.51348116,76.971479,2,2,,,,3550000
Ready to Move,Semi-Furnished,Resale,Flat,850,28.6644882,77.3474938,2,2,,,,4500000
Ready to Move,Semi-Furnished,Resale,Flat,1080,28.4509204,77.3008634,2,2,,,,4800000
Ready to Move,Furnished,Resale,Flat,1375,28.638572,77.4308515,3,3,3,1,,4000000
Ready to Move,Semi-Furnished,Resale,Flat,850,28.64934731,77.36962891,2,2,,,,3800000
Ready to Move,,Resale,Individual House,1060,28.648794,77.34253225,2,2,2,,,6500000
Ready to Move,,Resale,Individual House,1080,28.703253,77.42124207,2,2,,1,,4030000
Ready to Move,Semi-Furnished,Resale,Flat,1060,28.577868,77.48322,2,2,,,,4300000
Ready to Move,Unfurnished,New Property,Flat,1300,28.60536575,77.29544067,3,2,2,,,12800000
Ready to Move,,Resale,Flat,1380,28.56458645,77.39876351,3,3,3,1,8,8450000
Ready to Move,Unfurnished,Resale,Individual House,700,28.6551323,77.1455123,2,2,1,,,4500000
Ready to Move,Semi-Furnished,Resale,Flat,700,28.6657571,77.3825945,2,2,,,,3600000
Ready to Move,Semi-Furnished,New Property,Flat,1150,28.63723183,77.06217194,3,2,1,,,11500000
Ready to Move,,Resale,Individual House,1400,28.63633957,77.47928727,3,2,,,,5000000
,Furnished,Resale,Individual House,1400,28.409389,76.951659,2,2,2,,,11000000
,Unfurnished,Resale,Individual House,1400,28.6441755,77.336519,2,3,,,,8500000
Ready to Move,Unfurnished,Resale,Flat,1800,28.4801995,76.9945121,3,3,,1,,13000000
Ready to Move,,Resale,Individual House,945,28.70042147,77.4281647,2,2,,,,2950000
Ready to Move,Furnished,Resale,Flat,800,28.6358105,77.3739109,2,2,,,,4300000
Ready to Move,Semi-Furnished,Resale,Flat,2500,28.38405418,77.29105377,9,5,2,,,13000000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.5968082,77.4429209,2,2,,,,3500000
Ready to Move,Semi-Furnished,Resale,Flat,800,28.5606725,77.386597,2,2,,,,5000000
Ready to Move,Semi-Furnished,New Property,Flat,950,28.49746513,77.02708435,3,2,1,2,,4700000
Ready to Move,,Resale,Flat,910,28.38981649,76.969342,2,2,2,,,5900000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.63726807,77.27832031,3,2,1,2,,7000000
Ready to Move,,Resale,Flat,1662,28.64594859,77.33794231,3,4,,,,10000000
Ready to Move,,Resale,Flat,1100,28.658647,77.4757,3,2,,,,4350000
Ready to Move,Semi-Furnished,New Property,Flat,900,28.63921547,77.35102844,2,2,1,2,1,3950000
,Unfurnished,Resale,Flat,1800,28.605958,77.444512,4,4,,,,7000000
Ready to Move,,Resale,Flat,1400,28.6109351,77.4294948,3,3,4,,,5800000
Ready to Move,Semi-Furnished,Resale,Flat,2160,28.3758636,76.9258619,5,3,1,2,,12500000
Ready to Move,,Resale,Flat,1900,28.4997487,77.1866376,3,3,1,1,,10000000
Ready to Move,,Resale,Flat,1050,28.399362,76.962554,2,2,,1,2,5900000
Ready to Move,,Resale,Individual House,1390,28.64186644,77.37815906,2,2,2,1,1,8500000
Ready to Move,Unfurnished,Resale,Individual House,720,28.4124355,77.3219985,2,2,1,1,0,3700000
Ready to Move,Unfurnished,Resale,Flat,800,28.67737389,77.20871735,2,2,1,,,4500000
Ready to Move,Unfurnished,Resale,Flat,970,28.64530754,77.35533905,3,2,2,,,5000000
Ready to Move,Semi-Furnished,Resale,Flat,850,28.64471436,77.36173248,2,2,2,3,,3200000
Ready to Move,Unfurnished,New Property,Flat,1820,28.60958481,77.46074677,3,3,4,,,7500000
Ready to Move,Semi-Furnished,Resale,Flat,1350,28.6232519,77.1136109,3,3,2,,,13000000
Ready to Move,Semi-Furnished,Resale,Flat,950,28.6493479,77.3696259,2,2,,,,4200000
Ready to Move,Semi-Furnished,Resale,Flat,1285,28.6519165,77.43672943,3,2,3,,,5800000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.63835144,77.11314392,2,2,2,,,8500000
Ready to Move,Unfurnished,Resale,Flat,900,28.4339805,77.3239236,2,2,,,,3800000
Ready to Move,,Resale,Flat,1100,28.63715127,77.06235508,2,2,1,,,9100000
Ready to Move,,Resale,Flat,1285,28.505584,77.410762,3,2,2,1,,5400000
Ready to Move,Semi-Furnished,Resale,Flat,725,28.6212874,77.0530735,3,2,,1,,3500000
Ready to Move,,Resale,Flat,1200,28.600719,77.444281,2,3,2,,,4500000
Ready to Move,Furnished,Resale,Flat,1050,28.5151375,77.495836,2,2,,,,4200000
,Semi-Furnished,Resale,Individual House,720,28.6212,77.0349,2,2,,,,4000000
Ready to Move,Unfurnished,Resale,Flat,895,28.5151375,77.495836,2,2,2,1,,2900000
Ready to Move,Semi-Furnished,Resale,Flat,1510,28.7040534,77.4373305,3,2,,,,5000000
Ready to Move,,Resale,Flat,1295,28.35911846,76.975628,2,2,4,,2,7800000
Ready to Move,,Resale,Flat,2032,28.41669089,77.35491947,3,3,,,,7200000
Ready to Move,Furnished,Resale,Individual House,1275,28.577868,77.48322,3,2,4,,,3800000
,Unfurnished,Resale,Flat,1295,28.369089,77.546387,3,2,,,,5000000
Ready to Move,Semi-Furnished,Resale,Individual House,1000,28.5073636,77.4091,2,2,,,,3800000
Ready to Move,Semi-Furnished,Resale,Flat,800,28.6917822,77.329705,2,2,1,,,2700000
,Semi-Furnished,Resale,Flat,1100,28.6493479,77.3696259,3,2,,,,4700000
Ready to Move,,New Property,Flat,1800,28.50039585,76.999075,3,3,4,,,9500000
Ready to Move,Unfurnished,New Property,Flat,1402,28.47285461,77.33130646,3,3,2,,,5300000
Ready to Move,Furnished,Resale,Individual House,1550,28.5750243,77.3803,3,2,,,,8700000
Ready to Move,,Resale,Flat,1750,28.410466,76.962531,3,3,4,1,2,8000000
Ready to Move,Furnished,Resale,Flat,1295,28.5783723,77.3873,3,2,,,,6500000
Ready to Move,Semi-Furnished,Resale,Flat,1080,28.4737775,77.510485,2,2,1,,,5000000
Ready to Move,,Resale,Individual House,975,28.630583,77.450917,2,2,,,,3100000
Ready to Move,,Resale,Individual House,1400,28.59883341,77.31851808,3,3,1,1,1,14500000
Ready to Move,,Resale,Flat,985,28.55572193,77.37350181,2,2,1,,,3700000
Ready to Move,Semi-Furnished,New Property,Flat,1073,28.64284706,77.38263702,2,2,3,,,4700000
Ready to Move,Unfurnished,Resale,Flat,750,28.5869654,77.3874,2,2,2,,,2600000
Ready to Move,Furnished,Resale,Flat,900,28.62176704,77.05584717,2,2,2,,,4000000
Ready to Move,,Resale,Flat,1100,28.49180832,77.17786153,3,2,1,,,5200000
Ready to Move,,Resale,Flat,2361,28.514908,76.974388,3,4,,,,12500000
Ready to Move,Semi-Furnished,Resale,Flat,1055,28.6390982,77.412377,2,2,,,,4300000
Ready to Move,Semi-Furnished,Resale,Flat,1350,28.5102496,77.1989952,3,3,,,,6200000
Ready to Move,Semi-Furnished,Resale,Flat,2150,28.3841326,77.0227967,3,3,,,,13000000
Ready to Move,Furnished,Resale,Flat,950,28.69004822,77.34053802,2,2,2,,,3200000
Ready to Move,,Resale,Flat,840,28.683082,77.50921,2,2,,,,2700000
Ready to Move,,Resale,Individual House,1575,28.44207,77.075517,4,4,2,1,0,11000000
Ready to Move,,Resale,Individual House,808,28.664055,77.488692,2,2,2,,,3000000
Ready to Move,,Resale,Individual House,1545,28.56854169,77.37929993,3,3,2,1,3,7500000
Ready to Move,,Resale,Flat,1171,28.54341218,77.367853,2,2,3,,,7000000
Ready to Move,,Resale,Flat,1165,28.45606623,77.51645682,2,2,2,1,0,4500000
Ready to Move,,Resale,Flat,1220,28.341621,77.353443,2,2,,835,3,4000000
Ready to Move,,Resale,Flat,875,28.56541475,77.383196,2,2,,,,4500000
Ready to Move,Furnished,Resale,Flat,1375,28.605958,77.444512,3,3,,,,6000000
Ready to Move,,Resale,Flat,1400,28.43239732,77.29327746,3,3,,,,8200000
Ready to Move,Unfurnished,Resale,Flat,625,28.70823479,77.11781311,2,2,2,,,5290000
,Unfurnished,Resale,Flat,758,28.3919891,77.2999103,3,2,2,,,2630000
Ready to Move,,Resale,Flat,980,28.69359,77.344376,2,2,1,,,2400000
Ready to Move,Furnished,Resale,Flat,950,28.685969,77.3508975,2,2,,,,3900000
Ready to Move,Unfurnished,Resale,Individual House,2000,28.4215541,77.0780609,3,2,2,,,12000000
Ready to Move,,Resale,Flat,1450,28.6342651,77.29852838,3,3,,1,0,12500000
Ready to Move,,Resale,Individual House,854,28.719778,77.451306,2,2,2,,,2500000
Ready to Move,Semi-Furnished,Resale,Individual House,1100,28.6493479,77.3696259,3,2,,,,5500000
Ready to Move,Unfurnished,Resale,Individual House,600,28.49383736,77.00718689,3,2,1,,,3850000
Ready to Move,Furnished,Resale,Flat,1780,28.3884743,76.9470835,3,3,,,,8000000
Ready to Move,Furnished,Resale,Individual House,1250,28.64934731,77.36962891,2,2,,,,6820000
Ready to Move,Semi-Furnished,Resale,Flat,1400,28.3748149,77.3195231,3,2,2,1,0,5500000
Ready to Move,Semi-Furnished,Resale,Flat,1377,28.39802742,77.27522278,3,2,2,,,6000000
Ready to Move,Furnished,Resale,Flat,1150,28.6644882,77.3474938,3,3,,,,5500000
Ready to Move,Unfurnished,Resale,Individual House,1600,28.6693269,77.336336,2,2,2,,,6200000
Ready to Move,,Resale,Flat,1728,28.41963169,77.1051974,3,2,2,,,10000000
Ready to Move,Semi-Furnished,New Property,Flat,1000,28.64528275,77.36209869,2,2,1,,,4200000
,Unfurnished,Resale,Flat,1355,28.496607,77.439827,3,2,1,,,6860000
Ready to Move,Semi-Furnished,Resale,Flat,950,28.6436225,77.352839,2,2,,,,3600000
Ready to Move,Furnished,Resale,Flat,1205,28.605958,77.444512,2,2,3,,,4350000
,Semi-Furnished,Resale,Flat,2085,28.65662,77.4048,3,4,4,1,2,10500000
Ready to Move,Unfurnished,Resale,Flat,1261,28.4178669,77.0512457,3,2,,,,9020000
Ready to Move,,Resale,Flat,930,28.708744,77.417028,2,2,2,,,2900000
,Unfurnished,Resale,Individual House,1440,28.605958,77.444512,3,2,,,,5000000
Ready to Move,Semi-Furnished,Resale,Flat,2776,28.386595,77.0605754,3,3,,,,14500000
Ready to Move,Semi-Furnished,Resale,Flat,720,28.52973938,77.52974701,2,2,1,,,3500000
Ready to Move,Unfurnished,Resale,Flat,1800,28.5264864,77.158826,3,2,,,,20500000
Ready to Move,,Resale,Flat,1050,28.677177,77.381438,2,2,2,,,4600000
Ready to Move,Unfurnished,Resale,Flat,700,28.6895689,77.3386129,2,2,,,,2800000
Ready to Move,,Resale,Flat,1015,28.70949317,77.426425,2,2,,,,3500000
Ready to Move,,Resale,Flat,1470,28.6109351,77.4294948,3,3,,,,6200000
Ready to Move,,Resale,Flat,1879,28.574196,77.37192,3,3,,,,12500000
Ready to Move,Semi-Furnished,Resale,Flat,1140,28.67061424,77.14819336,3,3,2,,,11500000
Ready to Move,,Resale,Flat,1500,28.70217,77.430308,3,3,,,,6500000
Ready to Move,,Resale,Flat,550,28.416797,76.90282,2,2,,,,3000000
Ready to Move,,Resale,Flat,1402,28.70613851,77.42029971,3,3,3,,,4000000
Ready to Move,,Resale,Flat,1366,28.514908,76.974388,2,2,,,,6500000
Ready to Move,Semi-Furnished,Resale,Individual House,2650,28.423049,77.08741,5,5,3,,,17500000
